Timestamp,n-payments-per-block
2018-06-05 00:00:00,2284.8942932225445
2018-06-06 00:00:00,2219.5543313960875
2018-06-07 00:00:00,2289.388753835014
2018-06-08 00:00:00,2339.8703545872027
2018-06-09 00:00:00,2332.2823552994114
2018-06-10 00:00:00,2339.8202976202483
2018-06-11 00:00:00,2447.6364831737415
2018-06-12 00:00:00,2545.309389385406
2018-06-13 00:00:00,2607.6921339315004
2018-06-14 00:00:00,2632.55539312129
2018-06-15 00:00:00,2612.8704310245635
2018-06-16 00:00:00,2594.2272422548026
2018-06-17 00:00:00,2534.9713114386313
2018-06-18 00:00:00,2407.487335311443
2018-06-19 00:00:00,2326.6587389948677
2018-06-20 00:00:00,2277.7051715389644
2018-06-21 00:00:00,2215.8914562220234
2018-06-22 00:00:00,2171.847758743032
2018-06-23 00:00:00,2174.1166415721013
2018-06-24 00:00:00,2206.567383826835
2018-06-25 00:00:00,2206.5912332593334
2018-06-26 00:00:00,2216.5621602661463
2018-06-27 00:00:00,2231.2103832318685
2018-06-28 00:00:00,2292.4203386723225
2018-06-29 00:00:00,2292.556794273671
2018-06-30 00:00:00,2271.4196135735765
2018-07-01 00:00:00,2302.9652885989058
2018-07-02 00:00:00,2339.77793245344
2018-07-03 00:00:00,2398.196804542186
2018-07-04 00:00:00,2527.8405726776873
2018-07-05 00:00:00,2534.3155061566913
2018-07-06 00:00:00,2603.730814034457
2018-07-07 00:00:00,2653.8020297392823
2018-07-08 00:00:00,2622.389298853147
2018-07-09 00:00:00,2605.6832981888665
2018-07-10 00:00:00,2606.567863717206
2018-07-11 00:00:00,2500.5925769119026
2018-07-12 00:00:00,2471.577051365034
2018-07-13 00:00:00,2450.4916565610497
2018-07-14 00:00:00,2441.1499232943165
2018-07-15 00:00:00,2491.6731888758522
2018-07-16 00:00:00,2531.375353419218
2018-07-17 00:00:00,2584.369891234344
2018-07-18 00:00:00,2587.9969889266563
2018-07-19 00:00:00,2560.9116395378587
2018-07-20 00:00:00,2537.4407104420693
2018-07-21 00:00:00,2524.467183968543
2018-07-22 00:00:00,2531.5886137160087
2018-07-23 00:00:00,2456.8306198301952
2018-07-24 00:00:00,2361.9433134618653
2018-07-25 00:00:00,2399.0250744681543
2018-07-26 00:00:00,2418.285852069668
2018-07-27 00:00:00,2443.520104367078
2018-07-28 00:00:00,2438.1666943040873
2018-07-29 00:00:00,2427.348075771852
2018-07-30 00:00:00,2463.166877138552
2018-07-31 00:00:00,2554.8031707137056
2018-08-01 00:00:00,2568.6397037096535
2018-08-02 00:00:00,2599.3619474546094
2018-08-03 00:00:00,2613.6885580988674
2018-08-04 00:00:00,2630.4629507936843
2018-08-05 00:00:00,2592.6251149226587
2018-08-06 00:00:00,2605.8271632419865
2018-08-07 00:00:00,2595.6376907570825
2018-08-08 00:00:00,2557.880181698587
2018-08-09 00:00:00,2552.0413039309196
2018-08-10 00:00:00,2564.3159077321716
2018-08-11 00:00:00,2522.7204121133327
2018-08-12 00:00:00,2513.210203939154
2018-08-13 00:00:00,2510.166626750214
2018-08-14 00:00:00,2462.526873933057
2018-08-15 00:00:00,2535.197869814853
2018-08-16 00:00:00,2550.668235308046
2018-08-17 00:00:00,2530.3513487709142
2018-08-18 00:00:00,2573.0367981899167
2018-08-19 00:00:00,2591.4320712991603
2018-08-20 00:00:00,2643.184176813223
2018-08-21 00:00:00,2637.13084347989
2018-08-22 00:00:00,2545.679304756293
2018-08-23 00:00:00,2504.736686078387
2018-08-24 00:00:00,2503.886746153389
2018-08-25 00:00:00,2503.7139168197814
2018-08-26 00:00:00,2572.2889829573473
2018-08-27 00:00:00,2492.381058472026
2018-08-28 00:00:00,2425.52592333689
2018-08-29 00:00:00,2443.4845815749604
2018-08-30 00:00:00,2518.3407416469026
2018-08-31 00:00:00,2515.512785327096
2018-09-01 00:00:00,2506.3983481072232
2018-09-02 00:00:00,2489.72397969908
2018-09-03 00:00:00,2552.0171258592777
2018-09-04 00:00:00,2626.5234911531434
2018-09-05 00:00:00,2688.8510221655483
2018-09-06 00:00:00,2697.10603633603
2018-09-07 00:00:00,2741.051985624836
2018-09-08 00:00:00,2779.565755937715
2018-09-09 00:00:00,2758.933986779721
2018-09-10 00:00:00,2724.66930667455
2018-09-11 00:00:00,2747.844108261852
2018-09-12 00:00:00,2704.3710779149615
2018-09-13 00:00:00,2583.285116257571
2018-09-14 00:00:00,2555.8477288701833
2018-09-15 00:00:00,2552.7477345662414
2018-09-16 00:00:00,2586.8581427295067
2018-09-17 00:00:00,2617.9388557226525
2018-09-18 00:00:00,2646.2901784739756
2018-09-19 00:00:00,2649.332082379679
2018-09-20 00:00:00,2696.5181106371356
2018-09-21 00:00:00,2706.363908661505
2018-09-22 00:00:00,2751.972674895271
2018-09-23 00:00:00,2730.335907285001
2018-09-24 00:00:00,2733.7865410636928
2018-09-25 00:00:00,2682.793047570199
2018-09-26 00:00:00,2629.3777451045175
2018-09-27 00:00:00,2662.8715851972784
2018-09-28 00:00:00,2683.0910799882017
2018-09-29 00:00:00,2619.070285306693
2018-09-30 00:00:00,2616.317095881517
2018-10-01 00:00:00,2602.5832951219495
2018-10-02 00:00:00,2594.738566125322
2018-10-03 00:00:00,2664.1019439041966
2018-10-04 00:00:00,2718.7555144467774
2018-10-05 00:00:00,2721.0009423522056
2018-10-06 00:00:00,2798.3223780593553
2018-10-07 00:00:00,2883.1602126458215
2018-10-08 00:00:00,2962.0659785294674
2018-10-09 00:00:00,3015.190973506361
2018-10-10 00:00:00,3026.5117884578326
2018-10-11 00:00:00,2970.673672694286
2018-10-12 00:00:00,2946.321094077934
2018-10-13 00:00:00,2914.141124047964
2018-10-14 00:00:00,2827.8168606234444
2018-10-15 00:00:00,2838.5336173038777
2018-10-16 00:00:00,2809.87735628095
2018-10-17 00:00:00,2820.4735304771243
2018-10-18 00:00:00,2840.4930698145986
2018-10-19 00:00:00,2879.35243932122
2018-10-20 00:00:00,2856.0477475341336
2018-10-21 00:00:00,2880.267811158453
2018-10-22 00:00:00,2839.476811921229
2018-10-23 00:00:00,2830.323139508417
2018-10-24 00:00:00,2771.475987718408
2018-10-25 00:00:00,2857.158961023159
2018-10-26 00:00:00,2912.026108262886
2018-10-27 00:00:00,2907.784596253768
2018-10-28 00:00:00,2916.9104263060685
2018-10-28 23:00:00,2919.687873806808
2018-10-29 23:00:00,2958.870236031415
2018-10-30 23:00:00,2984.810866829189
2018-10-31 23:00:00,2867.201309927542
2018-11-01 23:00:00,2799.61940642958
2018-11-02 23:00:00,2863.608417418591
2018-11-03 23:00:00,2837.811624788495
2018-11-04 23:00:00,2892.4531981920504
2018-11-05 23:00:00,2926.849089971504
2018-11-06 23:00:00,3008.5646222071255
2018-11-07 23:00:00,3108.529221411602
2018-11-08 23:00:00,3208.643152934625
2018-11-09 23:00:00,3245.3718101042273
2018-11-10 23:00:00,3321.854968120172
2018-11-11 23:00:00,3282.562751719692
2018-11-12 23:00:00,3297.9868347794895
2018-11-13 23:00:00,3321.258114541394
2018-11-14 23:00:00,3322.8098849931644
2018-11-15 23:00:00,3343.4439338362326
2018-11-16 23:00:00,3350.0766850994673
2018-11-17 23:00:00,3322.0637042398425
2018-11-18 23:00:00,3379.822220142027
2018-11-19 23:00:00,3394.3785693483765
2018-11-20 23:00:00,3400.2983745431816
2018-11-21 23:00:00,3472.376379078329
2018-11-22 23:00:00,3441.406980785902
2018-11-23 23:00:00,3422.2429989264915
2018-11-24 23:00:00,3414.634593538776
2018-11-25 23:00:00,3417.103669050678
2018-11-26 23:00:00,3469.435654096949
2018-11-27 23:00:00,3410.74830073784
2018-11-28 23:00:00,3337.1858194741476
2018-11-29 23:00:00,3393.456155149401
2018-11-30 23:00:00,3447.8123531692036
2018-12-01 23:00:00,3509.882573271682
2018-12-02 23:00:00,3506.230204159926
2018-12-03 23:00:00,3458.356567365237
2018-12-04 23:00:00,3454.805637268671
2018-12-05 23:00:00,3411.2460358531375
2018-12-06 23:00:00,3334.676723683825
2018-12-07 23:00:00,3321.7955231577575
2018-12-08 23:00:00,3278.1659647557835
2018-12-09 23:00:00,3252.0962005013976
2018-12-10 23:00:00,3240.482852615554
2018-12-11 23:00:00,3235.061568971661
2018-12-12 23:00:00,3267.8231074331993
2018-12-13 23:00:00,3243.2405475559826
2018-12-14 23:00:00,3116.0613152285887
2018-12-15 23:00:00,3089.161012497974
2018-12-16 23:00:00,3122.52088245139
2018-12-17 23:00:00,3048.2260379813442
2018-12-18 23:00:00,3067.7190736956295
2018-12-19 23:00:00,3034.2594380292826
2018-12-20 23:00:00,3053.618717483219
2018-12-21 23:00:00,3087.4499727250413
2018-12-22 23:00:00,3019.0618615073995
2018-12-23 23:00:00,2893.3490085994385
2018-12-24 23:00:00,2881.014093185905
2018-12-25 23:00:00,2765.3847412092655
2018-12-26 23:00:00,2699.6986079948115
2018-12-27 23:00:00,2600.432579897749
2018-12-28 23:00:00,2552.0297203108007
2018-12-29 23:00:00,2667.731169586163
2018-12-30 23:00:00,2690.141072183566
2018-12-31 23:00:00,2670.125670776823
2019-01-01 23:00:00,2644.628314939465
2019-01-02 23:00:00,2651.2560138108047
2019-01-03 23:00:00,2682.41171591367
2019-01-04 23:00:00,2683.341599196003
2019-01-05 23:00:00,2595.4128054859343
2019-01-06 23:00:00,2653.842516732135
2019-01-07 23:00:00,2717.3742355280956
2019-01-08 23:00:00,2782.8096658695663
2019-01-09 23:00:00,2803.1967254260658
2019-01-10 23:00:00,2857.5697905330017
2019-01-11 23:00:00,2906.052364190072
2019-01-12 23:00:00,2990.1550709436187
2019-01-13 23:00:00,3017.1618821166044
2019-01-14 23:00:00,3040.3403974467687
2019-01-15 23:00:00,3139.837816694188
2019-01-16 23:00:00,3241.686550025775
2019-01-17 23:00:00,3289.6556236031165
2019-01-18 23:00:00,3314.955047250366
2019-01-19 23:00:00,3337.7333906243293
2019-01-20 23:00:00,3298.441658923978
2019-01-21 23:00:00,3282.818705903844
2019-01-22 23:00:00,3273.6553525904906
2019-01-23 23:00:00,3231.677747128695
2019-01-24 23:00:00,3134.7312959906426
2019-01-25 23:00:00,3138.207486466833
2019-01-26 23:00:00,3129.2223522026006
2019-01-27 23:00:00,3172.1167950604076
2019-01-28 23:00:00,3191.3834945677977
2019-01-29 23:00:00,3180.8663788068466
2019-01-30 23:00:00,3207.732773995059
2019-01-31 23:00:00,3276.105750043304
2019-02-01 23:00:00,3241.6581257541825
2019-02-02 23:00:00,3264.6619749605316
2019-02-03 23:00:00,3281.5029173673256
2019-02-04 23:00:00,3282.3452751971568
2019-02-05 23:00:00,3308.2525531768415
2019-02-06 23:00:00,3244.062939526503
2019-02-07 23:00:00,3174.605733106672
2019-02-08 23:00:00,3160.9676075450393
2019-02-09 23:00:00,3118.1932821482137
2019-02-10 23:00:00,3106.765657185185
2019-02-11 23:00:00,3099.6671417198854
2019-02-12 23:00:00,3093.799369611042
2019-02-13 23:00:00,3148.192181207225
2019-02-14 23:00:00,3252.3929637946544
2019-02-15 23:00:00,3316.3811769244553
2019-02-16 23:00:00,3360.5164150196933
2019-02-17 23:00:00,3347.1926825078203
2019-02-18 23:00:00,3372.332647548342
2019-02-19 23:00:00,3371.4908435190378
2019-02-20 23:00:00,3432.8206934077107
2019-02-21 23:00:00,3486.971196162004
2019-02-22 23:00:00,3455.295287595019
2019-02-23 23:00:00,3466.412403812136
2019-02-24 23:00:00,3548.523027430816
2019-02-25 23:00:00,3590.74632671218
2019-02-26 23:00:00,3591.8111231993366
2019-02-27 23:00:00,3579.961734998885
2019-02-28 23:00:00,3540.5904824978848
2019-03-01 23:00:00,3559.8841332915354
2019-03-02 23:00:00,3642.957060364462
2019-03-03 23:00:00,3624.6934010161117
2019-03-04 23:00:00,3605.5986563447245
2019-03-05 23:00:00,3577.1595205503427
2019-03-06 23:00:00,3564.647473311234
2019-03-07 23:00:00,3518.560176195205
2019-03-08 23:00:00,3496.0066742261774
2019-03-09 23:00:00,3359.4288462570453
2019-03-10 23:00:00,3245.4289038143147
2019-03-11 23:00:00,3241.917367442801
2019-03-12 23:00:00,3261.8864453447645
2019-03-13 23:00:00,3231.015198651643
2019-03-14 23:00:00,3222.0017891624498
2019-03-15 23:00:00,3224.758424236571
2019-03-16 23:00:00,3176.182638947795
2019-03-17 23:00:00,3176.530917985438
2019-03-18 23:00:00,3119.6363830741066
2019-03-19 23:00:00,3057.2573196088365
2019-03-20 23:00:00,3007.36676783257
2019-03-21 23:00:00,3027.4720432023614
2019-03-22 23:00:00,2996.816731802439
2019-03-23 23:00:00,3023.688840358152
2019-03-24 23:00:00,3013.5235305081846
2019-03-25 23:00:00,3070.320887758958
2019-03-26 23:00:00,3254.856265059647
2019-03-27 23:00:00,3376.7925751541543
2019-03-28 23:00:00,3487.4803873419664
2019-03-29 23:00:00,3615.5253022023207
2019-03-30 23:00:00,3809.8237180509227
2019-04-01 00:00:00,4024.1272672115942
2019-04-02 00:00:00,4132.950995351499
2019-04-03 00:00:00,4122.895307005241
2019-04-04 00:00:00,4165.5038373821335
2019-04-05 00:00:00,4152.974245545399
2019-04-06 00:00:00,4151.84225061361
2019-04-07 00:00:00,4095.3191262559535
2019-04-08 00:00:00,4051.852841532972
2019-04-09 00:00:00,4019.103437717392
2019-04-10 00:00:00,4045.6960356714544
2019-04-11 00:00:00,4052.9005057350796
2019-04-12 00:00:00,4072.6953387001126
2019-04-13 00:00:00,4082.637005466576
2019-04-14 00:00:00,4110.833069567676
2019-04-15 00:00:00,4160.567967503132
2019-04-16 00:00:00,4171.030881895357
2019-04-17 00:00:00,4111.234292852217
2019-04-18 00:00:00,4071.4522996789187
2019-04-19 00:00:00,4037.542283862221
2019-04-20 00:00:00,4065.934001982024
2019-04-21 00:00:00,4064.439749387008
2019-04-22 00:00:00,3988.400355973298
2019-04-23 00:00:00,3986.958057612883
2019-04-24 00:00:00,4086.2780083517987
2019-04-25 00:00:00,4107.614434573395
2019-04-26 00:00:00,4152.075892578477
2019-04-27 00:00:00,4144.213975783177
2019-04-28 00:00:00,4157.939317861838
2019-04-29 00:00:00,4145.682336223465
2019-04-30 00:00:00,4086.5931044681315
2019-05-01 00:00:00,4063.4039419065552
2019-05-02 00:00:00,3999.5086002805065
2019-05-03 00:00:00,3909.1266995725186
2019-05-04 00:00:00,3907.4867366685694
2019-05-05 00:00:00,3921.1577876370657
2019-05-06 00:00:00,4063.643041290532
2019-05-07 00:00:00,4144.321062777435
2019-05-08 00:00:00,4215.029667951789
2019-05-09 00:00:00,4378.623548486459
2019-05-10 00:00:00,4455.519242068241
2019-05-11 00:00:00,4550.905415000571
2019-05-12 00:00:00,4566.6933437385
2019-05-13 00:00:00,4434.331133384827
2019-05-14 00:00:00,4374.679724754594
2019-05-15 00:00:00,4276.962848903549
2019-05-16 00:00:00,4226.334076889621
2019-05-17 00:00:00,4294.985988174683
2019-05-18 00:00:00,4238.289920057371
2019-05-19 00:00:00,4195.923411402627
2019-05-20 00:00:00,4196.561104299153
2019-05-21 00:00:00,4233.290431802089
2019-05-22 00:00:00,4262.069057287371
2019-05-23 00:00:00,4215.951931998161
2019-05-24 00:00:00,4163.103360074159
2019-05-25 00:00:00,4179.372694297915
2019-05-26 00:00:00,4195.700191963648
2019-05-27 00:00:00,4199.919685762283
2019-05-28 00:00:00,4221.649725239673
2019-05-29 00:00:00,4215.271704925856
2019-05-30 00:00:00,4219.288484175239
2019-05-31 00:00:00,4214.194847195131
2019-06-01 00:00:00,4296.051559110666
2019-06-02 00:00:00,4272.881975383135
2019-06-03 00:00:00,4339.725463701432
2019-06-04 00:00:00,4408.673799922149
2019-06-05 00:00:00,4440.0105006778385
2019-06-06 00:00:00,4434.814759709037
2019-06-07 00:00:00,4402.263662120321
2019-06-08 00:00:00,4250.683817913894
2019-06-09 00:00:00,4269.902940811932
2019-06-10 00:00:00,4191.469577062942
2019-06-11 00:00:00,4095.7575852598525
2019-06-12 00:00:00,4078.175952606791
2019-06-13 00:00:00,4153.4228787245665
2019-06-14 00:00:00,4216.672208337882
2019-06-15 00:00:00,4258.088062688011
2019-06-16 00:00:00,4288.602613537073
2019-06-17 00:00:00,4379.195519270795
2019-06-18 00:00:00,4502.9857318358745
2019-06-19 00:00:00,4468.245472095615
2019-06-20 00:00:00,4363.463149488735
2019-06-21 00:00:00,4378.579897622868
2019-06-22 00:00:00,4446.690760155361
2019-06-23 00:00:00,4484.614258788274
2019-06-24 00:00:00,4408.377242213688
2019-06-25 00:00:00,4269.390441070394
2019-06-26 00:00:00,4348.989266902097
2019-06-27 00:00:00,4428.490653650942
2019-06-28 00:00:00,4464.8950522648465
2019-06-29 00:00:00,4391.416122688496
2019-06-30 00:00:00,4253.222869011383
2019-07-01 00:00:00,4279.925487089728
2019-07-02 00:00:00,4361.55804097652
2019-07-03 00:00:00,4272.011656374473
2019-07-04 00:00:00,4187.962547343969
2019-07-05 00:00:00,4031.9814331136777
2019-07-06 00:00:00,3919.1831219691785
2019-07-07 00:00:00,3883.160456335703
2019-07-08 00:00:00,3823.4335102941286
2019-07-09 00:00:00,3697.071299471244
2019-07-10 00:00:00,3656.61626083899
2019-07-11 00:00:00,3779.0813771180597
2019-07-12 00:00:00,3912.5664998957604
2019-07-13 00:00:00,3964.968966573488
2019-07-14 00:00:00,4006.4543894301755
2019-07-15 00:00:00,4017.8157339679906
2019-07-16 00:00:00,4109.278002267646
2019-07-17 00:00:00,4108.973368629679
2019-07-18 00:00:00,4031.5225405628335
2019-07-19 00:00:00,4134.173968768173
2019-07-20 00:00:00,4229.80749501869
2019-07-21 00:00:00,4139.635753909696
2019-07-22 00:00:00,4085.3634624427746
2019-07-23 00:00:00,3991.1488423134674
2019-07-24 00:00:00,3953.354574852533
2019-07-25 00:00:00,3846.5471271479687
2019-07-26 00:00:00,3598.8816568606803
2019-07-27 00:00:00,3423.9268594628566
2019-07-28 00:00:00,3436.4495910800356
2019-07-29 00:00:00,3360.146372342876
2019-07-30 00:00:00,3302.5215553274625
2019-07-31 00:00:00,3317.8661121790615
2019-08-01 00:00:00,3294.8068693477626
2019-08-02 00:00:00,3309.8279692806937
2019-08-03 00:00:00,3316.6367360468284
2019-08-04 00:00:00,3298.258835008105
2019-08-05 00:00:00,3339.771898676686
2019-08-06 00:00:00,3438.1506389839974
2019-08-07 00:00:00,3426.0822035265323
2019-08-08 00:00:00,3552.2752351251365
2019-08-09 00:00:00,3559.2873075597445
2019-08-10 00:00:00,3620.5531599700234
2019-08-11 00:00:00,3660.768815577288
2019-08-12 00:00:00,3675.463381627261
2019-08-13 00:00:00,3673.659471251922
2019-08-14 00:00:00,3717.6546390781214
2019-08-15 00:00:00,3656.0672883483558
2019-08-16 00:00:00,3643.3278132813934
2019-08-17 00:00:00,3621.586316682754
2019-08-18 00:00:00,3693.680657978875
2019-08-19 00:00:00,3788.999785629935
2019-08-20 00:00:00,3705.1042053119186
2019-08-21 00:00:00,3702.4632661336996
2019-08-22 00:00:00,3870.8625916533815
2019-08-23 00:00:00,3997.9424708472325
2019-08-24 00:00:00,4001.255777122123
2019-08-25 00:00:00,3909.0870271221233
2019-08-26 00:00:00,3814.7486831823962
2019-08-27 00:00:00,3906.0043111691157
2019-08-28 00:00:00,3900.473343226383
2019-08-29 00:00:00,3703.4987550467404
2019-08-30 00:00:00,3524.2652651323992
2019-08-31 00:00:00,3499.0835307719885
2019-09-01 00:00:00,3517.1970419595964
2019-09-02 00:00:00,3564.717005866657
2019-09-03 00:00:00,3524.1519177925306
2019-09-04 00:00:00,3481.768319908933
2019-09-05 00:00:00,3521.3836643910968
2019-09-06 00:00:00,3521.479768287201
2019-09-07 00:00:00,3561.8353966777977
2019-09-08 00:00:00,3588.2109331092374
2019-09-09 00:00:00,3505.378308107121
2019-09-10 00:00:00,3500.220754159735
2019-09-11 00:00:00,3416.8965783355593
2019-09-12 00:00:00,3292.011530838299
2019-09-13 00:00:00,3309.452579662892
2019-09-14 00:00:00,3253.5727846056284
2019-09-15 00:00:00,3225.211156341419
2019-09-16 00:00:00,3275.52801819512
2019-09-17 00:00:00,3253.6654967347326
2019-09-18 00:00:00,3356.544691863928
2019-09-19 00:00:00,3409.5892945625787
2019-09-20 00:00:00,3439.6895584792983
2019-09-21 00:00:00,3473.739706697526
2019-09-22 00:00:00,3480.5097916456134
2019-09-23 00:00:00,3524.3771971275996
2019-09-24 00:00:00,3702.4734192780675
2019-09-25 00:00:00,3696.468445468953
2019-09-26 00:00:00,3742.483286949312
2019-09-27 00:00:00,3678.2448981846073
2019-09-28 00:00:00,3709.6913733430033
2019-09-29 00:00:00,3697.694003810967
2019-09-30 00:00:00,3701.793527957975
2019-10-01 00:00:00,3598.8260322957426
2019-10-02 00:00:00,3600.378384402235
2019-10-03 00:00:00,3565.7766370504874
2019-10-04 00:00:00,3589.5788637055603
2019-10-05 00:00:00,3551.98892643195
2019-10-06 00:00:00,3560.925771769559
2019-10-07 00:00:00,3506.0732817802746
2019-10-08 00:00:00,3418.465128643089
2019-10-09 00:00:00,3342.531161375788
2019-10-10 00:00:00,3360.7861974677808
2019-10-11 00:00:00,3332.3055618272815
2019-10-12 00:00:00,3305.6855423909356
2019-10-13 00:00:00,3347.9881433780324
2019-10-14 00:00:00,3360.867263737775
2019-10-15 00:00:00,3389.9550261545696
2019-10-16 00:00:00,3414.7357087979976
2019-10-17 00:00:00,3430.8315043068365
2019-10-18 00:00:00,3459.499370268036
