Date,Open,High,Low,Close,Volume,marketCap
2018/1/2,13625,15444.6,13163.6,14982.1,16846600192,2.51378E+11
2018/1/3,14978.2,15572.8,14844.5,15201,16871900160,2.55081E+11
2018/1/4,15270.7,15739.7,14522.2,15599.2,21783199744,2.61795E+11
2018/1/5,15477.2,17705.2,15202.8,17429.5,23840899072,2.92544E+11
2018/1/6,17462.1,17712.4,16764.6,17527,18314600448,2.94217E+11
2018/1/7,17527.3,17579.6,16087.7,16477.6,15866000384,2.76635E+11
2018/1/8,16476.2,16537.9,14208.2,15170.1,18413899776,2.54715E+11
2018/1/9,15123.7,15497.5,14424,14595.4,16659999744,2.45096E+11
2018/1/10,14588.5,14973.3,13691.2,14973.3,18500800512,2.51473E+11
2018/1/11,14968.2,15018.8,13105.9,13405.8,16534099968,2.25179E+11
2018/1/12,13453.9,14229.9,13158.1,13980.6,12065699840,2.34865E+11
2018/1/13,13952.4,14659.5,13952.4,14360.2,12763599872,2.41269E+11
2018/1/14,14370.8,14511.8,13268,13772,11084099584,2.31413E+11
2018/1/15,13767.3,14445.5,13641.7,13819.8,12750799872,2.32243E+11
2018/1/16,13836.1,13843.1,10194.9,11490.5,18853799936,1.93121E+11
2018/1/17,11431.1,11678,9402.29,11188.6,18830600192,1.8807E+11
2018/1/18,11198.8,12107.3,10942.5,11474.9,15020399616,1.92908E+11
2018/1/19,11429.8,11992.8,11172.1,11607.4,10740400128,1.95159E+11
2018/1/20,11656.2,13103,11656.2,12899.2,11801700352,2.16908E+11
2018/1/21,12889.2,12895.9,11288.2,11600.1,9935179776,1.95089E+11
2018/1/22,11633.1,11966.4,10240.2,10931.4,10537400320,1.83866E+11
2018/1/23,10944.5,11377.6,10129.7,10868.4,9660609536,1.8283E+11
2018/1/24,10903.4,11501.4,10639.8,11359.4,9940989952,1.91115E+11
2018/1/25,11421.7,11785.7,11057.4,11259.4,8873169920,1.89455E+11
2018/1/26,11256,11656.7,10470.3,11171.4,9746199552,1.87996E+11
2018/1/27,11174.9,11614.9,10989.2,11440.7,7583269888,1.92551E+11
2018/1/28,11475.3,12040.3,11475.3,11786.3,8350360064,1.9839E+11
2018/1/29,11755.5,11875.6,11179.2,11296.4,7107359744,1.90164E+11
2018/1/30,11306.8,11307.2,10036.2,10106.3,8637859840,1.70152E+11
2018/1/31,10108.2,10381.6,9777.42,10221.1,8041160192,1.721E+11
2018/2/1,10237.3,10288.8,8812.28,9170.54,9959400448,1.54429E+11
2018/2/2,9142.28,9142.28,7796.49,8830.75,12726899712,1.48725E+11
2018/2/3,8852.12,9430.75,8251.63,9174.91,7263790080,1.5454E+11
2018/2/4,9175.7,9334.87,8031.22,8277.01,7073549824,1.39434E+11
2018/2/5,8270.54,8364.84,6756.68,6955.27,9285289984,1.17184E+11
