Timestamp,n-transactions
2021-09-03 00:00:00,251373.42857142858
2021-09-06 00:00:00,258524.57142857142
2021-09-09 00:00:00,260381.85714285713
2021-09-12 00:00:00,253607.14285714287
2021-09-15 00:00:00,248781.57142857142
2021-09-18 00:00:00,249493.2857142857
2021-09-21 00:00:00,253965.2857142857
2021-09-24 00:00:00,251134.57142857142
2021-09-27 00:00:00,249203.57142857142
2021-09-30 00:00:00,244935
2021-10-03 00:00:00,255113.2857142857
2021-10-06 00:00:00,267381.85714285716
2021-10-09 00:00:00,276174
2021-10-12 00:00:00,274867
2021-10-15 00:00:00,266194.4285714286
2021-10-18 00:00:00,272759.85714285716
2021-10-21 00:00:00,279323.28571428574
2021-10-24 00:00:00,276759.4285714286
2021-10-27 00:00:00,273425.14285714284
2021-10-30 00:00:00,272467.85714285716
2021-11-01 23:00:00,278601.71428571426
2021-11-04 23:00:00,277685.71428571426
2021-11-07 23:00:00,273839.71428571426
2021-11-10 23:00:00,279955.71428571426
2021-11-13 23:00:00,280388.28571428574
2021-11-16 23:00:00,275561
2021-11-19 23:00:00,274452
2021-11-22 23:00:00,274549.28571428574
2021-11-25 23:00:00,272327.28571428574
2021-11-28 23:00:00,270877.5714285714
2021-12-01 23:00:00,274037.5714285714
2021-12-04 23:00:00,279205.28571428574
2021-12-07 23:00:00,276217
2021-12-10 23:00:00,265993.85714285716
2021-12-13 23:00:00,261050.7142857143
2021-12-16 23:00:00,257958.7142857143
2021-12-19 23:00:00,257597
2021-12-22 23:00:00,260820.7142857143
2021-12-25 23:00:00,261005.85714285713
2021-12-28 23:00:00,251743.7142857143
2021-12-31 23:00:00,244570.14285714287
